authors,weights
Epistle to the Romans,9660000
Epoxide,9140000
Equal Rites,28400000
Equal opportunity,748000000
Equilibrium,418000000
Equinox,108000000
Equity,1920000000
Equivalence,171000000
Equivalence principle,50600000
Erasmus Darwin,7310000
Erhard Milch,1130000
Eric (novel),172000000
Eric Ambler,5190000
Eric Berne,7090000
Eric Blom,4670000
Eric Chu,24500000
Eric Clapton,30200000
Eric Dickerson,8360000
Eric Dolphy,3420000
Eric F. Wieschaus,122000
Eric Foner,1770000
Eric Frein,9550000
Eric Garcia,88900000
Eric Hoffer,8850000
Eric Holder,32200000
Eric Kandel,7820000
Eric Laithwaite,3650000
Eric Maisel,4660000
Eric Njuguna,3570000
Eric Rücker Eddison,455000
Eric S. Raymond,31600000
Eric Schmidt,45200000
Eric Shinseki,167000
Eric Shipton,4880000
Eric Stanley,61400000
Eric Sykes,8260000
Eric Temple Bell,17200000
Eric Toner,8630000
Eric Trist,2590000
Eric Voegelin,1160000
Eric Weinstein,9830000
Eric Williams,170000000
Eric Wolf,66600000
Erica Jong,8500000
Erich Auerbach,4910000
Erich Fromm,11700000
Erich Hückel,592000
Erich Ludendorff,730000
Erich Maria Remarque,3020000
Erich Raeder,1340000
Erich Segal,7470000
Erich von Manstein,501000
Erich von dem Bach,6650000
Erik Axel Karlfeldt,181000
Erik von Kuehnelt-Leddihn,119000
Erika Jayne,9220000
Erin G. Carlston,2870000
Erma Bombeck,2580000
Erna Solberg,3160000
Ernest Barnes,14200000
Ernest Becker,11000000
Ernest Belfort Bax,1330000
Ernest Bevin,9030000
Ernest Bramah,716000
Ernest Dimnet,244000
Ernest Dowson,6530000
Ernest Flagg,4840000
Ernest Gellner,5040000
Ernest Hemingway,21400000
Ernest Hollings,2590000
Ernest Howard Crosby,5060000
Ernest J. Gaines,6470000
Ernest King,55900000
Ernest Mandel,6270000
Ernest Renan,9940000
Ernest Rutherford,9610000
Ernest Shackleton,6710000
Ernest Thayer,8460000
Ernestine Rose,7090000
Ernesto Grassi,4810000
Ernesto Maguengue,11100
Ernie Banks,8950000
Ernie Irvan,2590000
Ernie Kovacs,5620000
Ernst Badian,390000
Ernst Bloch,8840000
Ernst Chain,28300000
Ernst Fischer (writer),8310000
Ernst Gombrich,2940000
Ernst Hanfstaengl,150000
Ernst Jünger,13200000
Ernst Kaltenbrunner,420000
Ernst Kurth,5730000
Ernst Käsemann,238000
Ernst Mach,13000000
Ernst Mayr,5360000
Ernst Meister,11100000
Ernst Röhm,5490000
Ernst von Glasersfeld,177000
"Ernst, Baron von Feuchtersleben",102000
Errico Malatesta,3350000
Errol Morris,6900000
Ersin Tatar,2100000
Ervin László,1630000
Erving Goffman,5090000
Erwin Chargaff,213000
Erwin Griswold,4170000
Erykah Badu,7330000
Esai Morales,3500000
Esaias Tegnér,1990000
Escalator,58500000
Escape,2590000000
Escapism,23600000
Eschatology,8080000
Esha Deol,7770000
Esmeralda Santiago,16800000
Esmé Weijun Wang,213000
Esperanto,2020000000
Esperanza Aguirre,13600000
Esperanza Spalding,5110000
Espérance Nyirasafari,16300
Esquire,65500000
Essa Kayd,7040000
Essay on Christianity,283000000
Essays (Francis Bacon),11800000
Essenes,3600000
Estela Portillo-Trambley,121000
Estelle Getty,7590000
Ester Ledecká,626000
Esther Benyeogo,41100
Esther Kamatari,48200
Esther Williams,23300000
Estimates,4540000000
Estonia,1460000000
Eswatini,174000000
Eternal life (Christianity),27600000
Eternal rest,82700000
Eternal return,129000000
Ethan Allen,22900000
Ethan Hawke,14100000
Ethel Lina White,3010000
Ethel Merman,3570000
Ether,198000000
Ethical movement,182000000
Ethics (Spinoza book),5900000
Ethiopia,926000000
Ethiopian Civil War,15900000
Ethnicity,880000000
Etiquette,317000000
Ettore Balestrero,70700
Etty Hillesum,730000
Eucharia Oluchi Nwaichi,41200
Euclid,56600000
Euclid Tsakalotos,90500
Euclidean vector,41100000
Euclid’s Elements,6470000
Eudamidas I,24200
Eudora Welty,7080000
Eugen Caras,5070000
Eugene Chadbourne,4340000
Eugene Fama,9160000
Eugene Field,110000000
Eugene Kaspersky,2550000
Eugene Lee-Hamilton,16700000
Eugene M. Kulischer,21500
Eugene McCarthy,14400000
Eugene N. Borza,336000
Eugene O'Neill,10400000
Eugene Odum,3140000
Eugene V. Debs,1640000
Eugenia Cheng,5840000
Eugenics,13900000
Eugenio Coter,5980000
Eugène Boudin,7240000
Eugène Ionesco,3060000
Eugène Terre'Blanche,7610000
Eugène-Melchior de Vogüé,660000
Eugénie Musayidire,1280
Euler's identity,11400000
Euler–Bernoulli beam theory,841000
Eulogies,23000000
Eurabia,290000
Euripides,10600000
Euro,4110000000
Europe,10960000000
European Parliament,336000000
European Union,1770000000
Eurovision Song Contest 1988,5640000
Eusebius of Caesarea,619000
Euthyphro,1200000
Eva Gabor,11700000
Eva Hesse,8260000
Eva Longoria,27400000
Eva Mendes,25200000
Evacuations related to the COVID-19 pandemic,11800000
Evagrius Ponticus,192000
Evan McMullin,6110000
Evan Schoenberg,6510000
Evangelicalism in the United States,2220000
Evangeline Lilly,7650000
Evaporation,284000000
Evarist Pinto,2160000
Eve,1850000000
Eve Tuck,8870000
Evelio Menjivar-Ayala,60500
Evelyn Beatrice Hall,7890000
Evelyn Underhill,5800000
Evelyn Waugh,8030000
Evening,2820000000
Everett Dean Martin,12600000
Everett Dirksen,2740000
Evergetinos,50600
Everlast,39100000
Evgeni Utkin,2340000
Evgeny Baratynsky,17200
Evgeny Kissin,2840000
Evi Nemeth,4250000
Evika Siliņa,167000
Evil speaking,330000000
Evo Morales,16000000
Evolutionary ethics,63800000
Evolutionary game theory,36700000
Evolutionary psychology,86500000
Ewan McGregor,12700000
Exact science,1110000000
Example,11800000000
Excellence,1610000000
Excess,1930000000
Exchange rate,2040000000
Executable UML,1130000
Exegesis,28900000
Exercise,5400000000
Exile,361000000
Existential Comics,6640000
Existentialism,16900000
Exodus of Kashmiri Hindus,845000
Expectations,1500000000
Expense,1510000000
Experience,17670000000
Experiment,2820000000
"Experiments upon Magnesia Alba, Quick-Lime, and other Alcaline Substances",104000
Expert,7210000000
Explanations,7790000000
Exploitation,1290000000
Exploration,2230000000
Explosion,1380000000
Exponential growth,111000000
Extraterrestrial life,22100000
Extravagance,16800000
Extreme programming,121000000
Extremes,4330000000
Extremism,125000000
ExxonMobil climate change controversy,425000
Ezekiel Emanuel,8700000
Ezra,124000000
Ezra Cornell,9000000
Ezra Klein,11500000
Ezra Koenig,7110000
Ezra Pound,10400000
F. Anstey,7190000
F. B. Meyer,27400000
F. David Peat,6480000
"F. E. Smith, 1st Earl of Birkenhead",1050000
F. H. Bradley,8990000
F. Lee Bailey,77100000
F. Matthias Alexander,31500000
F. R. Leavis,1190000
F. S. Flint,6630000
F. Tennyson Jesse,6330000
F. W. de Klerk,1110000
FK Sarajevo,4950000
FM-2030,39200000
FN Five-seven,29900000
Fabien Roussel,8810000
Fabius Maximus,622000
Face (rapper),436000000
Faces,14780000000
Facial expression,3680000000
Facilitated communication,126000000
Fact,12610000000
Facção Central,1660000
Fadzayi Mahere,112000
Fahrettin Altun,1460000
Failure,5910000000
Fairy Tail,260000000
Fairy tale,226000000
Faisal of Saudi Arabia,18000000
Faith Ringgold,7270000
Faiz Sucuoğlu,159000
Fake news,1880000000
Fakhruddin 'Iraqi,85500
Falcons,440000000
Falklands War,26200000
Fallacy,62800000
False equivalence,16300000
Falsehood,29500000
Familiarity,148000000
Famine,78400000
Famine in India,18800000
Fanaticism,588000000
Fancies,16800000
Fang Lizhi,3730000
Fang Mao-hung,4880000
Fannie Hurst,6320000
Fannie Lou Hamer,2350000
Fanny Brice,7850000
Fanny Kemble,6930000
Fantasy,2880000000
Far-right politics,2630000000
Farah Pahlavi,788000
Faraizi movement,59500
Fareed Zakaria,8960000
Farewell,259000000
Farhad Manjoo,156000
Farid A. Malik,9800000
Farida Charity,9830000
Farkas Bolyai,293000
Fascism's relationship with other political and economic ideologies,6110000
Fashion,4060000000
Fate,1510000000
Father Brown,4050000000
Fathers,5080000000
Fatigue,1080000000
Fatima Denton,8520000
Fatimah,34000000
Fatos Nano,5750000
Fats Domino,19900000
Fatwa,57000000
Faults,1240000000
Fauna of India,62200000
Fausto Brizzi,5450000
Fausto Cercignani,36700
Fausto Tardelli,136000
Fauvism,9830000
Favianna Rodriguez,115000
Favors,4930000000
Fawn M. Brodie,2180000
Fay Weldon,11200000
Fear and Trembling,16900000
February,7400000000
Federal Reserve System,299000000
Federalism,51700000
Federica Mogherini,2090000
Federico Faggin,247000
Federico Fellini,10400000
Feelings,7110000000
Feet,4250000000
Felicia Hemans,3530000
Felix Adler,11400000
Felix Frankfurter,6950000
Felix Klein,25300000
Felix Mendelssohn,8310000
Felix Riesenberg,7650000
Female genital mutilation,8040000
Feminist theory,66500000
Fenella Fielding,790000
Feng Shih-kuan,1490000
Fenton Johnson,15900000
Ferdinand Foch,7850000
Ferdinand Hodler,4000000
Ferdinand Lundberg,6210000
Ferdinand Marcos,12600000
Ferdinand de Saussure,4010000
Ferdowsi,3600000
Ferenc Dávid,11000000
Fermín Lasuén,117000
Fern Hobbs,7540000
Fernando Botero,9950000
Fernando Carlos Maletti,175000
Fernando Chui,4480000
Fernando J. Corbató,146000
Fernando Sabino,14300000
Fernando de Rojas,53400000
Feroz Khan Noon,776000
Ferrocement,1150000
Ferruccio Lamborghini,800000
Festivus,2270000
Fethullah Gülen,2550000
Fiamē Naomi Mata'afa,13500
Fibber McGee and Molly,221000
Fictional last words in animated films,19700000
Fictional last words in animated television series,23900000
Fiddle,117000000
Fidel Castro,28300000
Fidelity,376000000
Fifth Amendment to the United States Constitution,14700000
Fighting,3160000000
Figure skating,52800000
Filial piety,5370000
Filip Dewinter,10200000
Filipe Nyusi,3400000
Filipp Golikov,1630000
Film,10270000000
Film director,3790000000
Filter bubble,240000000
Final Fantasy Crystal Chronicles,16700000
Final Fantasy III,174000000
Financial management,3370000000
Financial market,2960000000
Financial-chick-lit,13500000
Fine-tuned Universe,6050000
Fingers,4530000000
Finland,1940000000
Finley Peter Dunne,3270000
Finneas O'Connell,2180000
Fiona Apple,32000000
Fiona Hill (presidential advisor),7450000
Fiorenzo Angelini,1490000
Fire,7150000000
Firearm,511000000
Firearms regulation,72700000
Fireflies,26500000
Fireplace,353000000
First Book of Samuel,301000000
First Epistle of John,10400000
First Epistle to the Corinthians,7030000
First century Christianity,102000000
First love,9090000000
Fish,3280000000
Fishing,3680000000
Fiumelatte,154000
Five Man Electrical Band,124000000
Five for Fighting,864000000
Flag,5660000000
Flag desecration,1330000
Flag of Canada,903000000
Flag of China,1240000000
Flamethrower,26500000
Flattery,35000000
Flavia Agnes,6320000
Flavio Roberto Carraro,671000
Flavius Josephus,2630000
Flavor Flav,4100000
Flea (musician),11400000
Flesh,427000000
Flies,2410000000
Flight,2640000000
Flight attendant,184000000
Flip Wilson,27500000
Flirting,281000000
Flo & Joan,203000000
Floccinaucinihilipilification,216000
Florence Becker Lennon,5000000
Florence Dolphyne,103000
Florence Earle Coates,4440000
Florence King,80100000
Florence Nightingale,15200000
Florence Scovel Shinn,1570000
Florencio Olvera Ochoa,179000
Florentin Crihălmeanu,9510
Florian Cajori,747000
Florian Krammer,4460000
Florida,4420000000
Flour,681000000
Flower A. Newhouse,6400000
Flowers,4070000000
Floyd B. Olson,6660000
Floyd Mayweather Jr.,9220000
Fluid mechanics,267000000
Fluxus,6520000
Foam concrete,97100000
Fodder scam,1340000
Folake Solanke,25600
Folasade Ogunsola,2250000
Folk art,428000000
Folklore,266000000
Follow the Rabbit-Proof Fence,5510000
Folorunsho Alakija,353000
Foolishness for Christ,19900000
Fools,597000000
Football in England,536000000
Footsteps,145000000
Foppery,161000
Force,6430000000
Force field (physics),276000000
Force-feeding,805000000
Forced circumcision,3380000
Forced conversion,135000000
Ford Madox Ford,4790000
Ford Motor Company,519000000
Ford Pinto,16600000
Foreign aid,1230000000
Foreign policy,2740000000
Forest Whitaker,14800000
Forethought,5340000
Forgetting,202000000
Forrest Reid,14300000
Forrest Sherman,9500000
Fort Detrick,8400000
Fortran,22000000
Fortunato Depero,4860000
Fortune,1370000000
Forty acres and a mule,4450000
Forty-two,500000000
Fossil,530000000
Fossil fuel,137000000
Fossil fuel divestment,1190000
Foucault's Pendulum,1830000
Foundations of mathematics,441000000
"Four Upbuilding Discourses, 1844",279000
Fourth Amendment to the United States Constitution,22700000
Foxes,2780000000
Fracastorius,94300
Frailty,31700000
Fran Lebowitz,5490000
France,6080000000
Frances Bannerman,4420000
Frances Burney,9350000
Frances Cornford,3070000
Frances E. Mascia-Lees,347000
Frances Farmer,14900000
Frances Fuller Victor,8960000
Frances Harper,18300000
Frances Hodgson Burnett,5070000
Frances M. Beal,4720000
Frances McDormand,2960000
Frances Moore Lappé,686000
Frances Perkins,12600000
Frances Power Cobbe,1730000
Frances Ridley Havergal,855000
Frances Willard,7670000
Frances Wright,28400000
Francesc Ferrer i Guàrdia,1150000
Francesco Balilla Pratella,59600
Francesco Cesarini,1820000
Francesco Maggiotto,3020000
Francesco Mario Pagano,4620000
Francesco Salvi,8440000
Francis Bacon,35700000
Francis Beaumont,13700000
Francis Collins,52300000
Francis Crick,13900000
Francis D. Wormuth,225000
Francis Drake,23800000
Francis Fukuyama,6500000
Francis Galton,6150000
Francis George,208000000
Francis Heylighen,62200
Francis Hutcheson (philosopher),1610000
Francis Ignatius Malone,4490000
Francis J. Grimké,1060000
Francis Joseph Sherman,17400000
Francis Marion Crawford,13000000
Francis Minah,5770000
Francis Nadeem,7720000
Francis Parker Yockey,628000
Francis Parkman,7870000
Francis Peabody,7190000
Francis Pegahmagabow,71100
Francis Pharcellus Church,62200
Francis Place,474000000
Francis Quarles,6390000
Francis Schaeffer,9940000
Francis Thompson,78800000
Francis Turner Palgrave,5100000
Francis Wayland,6390000
Francis Wayland Parker,2770000
Francis William Bourdillon,967000
Francis William Newman,17600000
Francis X. Diebold,1230000
Francis X. Sutton,12000000
Francis Xavier,41100000
Francis Xavier DiLorenzo,825000
Francis de Sales,112000000
Francis of Assisi,27900000
Francisco Aragón,37100000
Francisco Duque III,28100000
Francisco Franco,142000000
Francisco Funaay Claver,76
Francisco Luís Gomes,22500000
Francisco Moreno Barrón,5790000
Francisco Ou,276000000
Francisco Palau,19400000
Francisco Pelsaert,77600
Francisco Perea,12500000
Francisco X. Alarcón,9930000
Francisco de Sá de Miranda,30500000
Franco Modigliani,2120000
Frank Abagnale,793000
Frank Borman,7940000
Frank Buckles,9900000
Frank Bunker Gilbreth,732000
Frank Capra,8110000
Frank Chin,44600000
Frank Chodorov,136000
Frank Costello,11200000
Frank Cottrell-Boyce,1870000
Frank Crane,18400000
Frank Deford,4820000
Frank Dobbin,8370000
Frank Fraser Darling,7730000
Frank Gehry,6220000
Frank Gillette,11100000
Frank Hague,10600000
Frank Harris,77000000
Frank Herbert,62800000
Frank Honywill George,145000
Frank Hsieh,5100000
Frank Johnson Goodnow,1420000
Frank Knight,62700000
Frank Lloyd Wright,22900000
Frank Macfarlane Burnet,2100000
Frank Martinus Arion,266000
Frank McCourt,5810000
Frank Moore Colby,6070000
Frank O'Hara,9020000
Frank Oz,34500000
Frank P. Ramsey,10600000
Frank Pittman,8000000
Frank Popper,9290000
Frank Robinson,77600000
Frank Sherwood Rowland,5940000
Frank Sinatra,36500000
Frank Slay,7550000
Frank Stella,25700000
Frank Welker,7210000
Frank Weston (bishop of Zanzibar),1810000
Frank Wilczek,1750000
Frank Zappa,15600000
Frankenstein (novel),46200000
Franklin D. Jones,63400000
Franklin D. Roosevelt,33100000
Franklin Pierce,26000000
Franklin Pierce Adams,10100000
Frans de Waal,2630000
Frantz Fanon,11800000
Franz Beckenbauer,3320000
Franz Boas,4990000
Franz Grillparzer,1200000
Franz Halder,3520000
Franz Kafka,21400000
Franz Kline,7590000
Franz Liszt,11200000
Franz Marc,21300000
Franz Rosenzweig,2600000
Franz Stangl,3670000
Franz Werfel,4340000
Franz von Papen,549000
François Arago,4190000
François Asselineau,838000
François Bernier,5860000
François Duvalier,5710000
François Englert,3610000
François Fénelon,4070000
François Gautier,10100000
François Hollande,15000000
François Jacob,27400000
François Mitterrand,12800000
François Quesnay,838000
François Rabelais,7500000
François de La Rochefoucauld,2180000
François de Malherbe,2030000
François-Bernard Mâche,1930000
François-Eudes Chanfrault,16500
François-Philippe Mésenguy,21000
François-René de Chateaubriand,4190000
Françoise Sagan,6130000
Fraternal correction,2210000
Fraternities and sororities,10300000
Fraud,1800000000
Frazier Hunt,8850000
Fred Allen,52100000
Fred Brooks,25600000
Fred Dibnah,411000
Fred Dryer,11500000
Fred E. Foldvary,4250000
Fred Emery,9680000
Fred Fisher,24700000
Fred Hoyle,5700000
Fred Jelinek,3480000
Fred Perry,47500000
Fred Phelps,11000000
Fred Polak,3140000
Fred Rogers,32400000
Fred Thompson,36600000
Fred W. Friendly,23000000
Fred Weatherly,5720000
Fred Willard,8320000
Fred von Lohmann,1350000
Freddie Green,63000000
Freddie Mercury,27900000
Frederic Dan Huntington,7940000
Frederic Joliot-Curie,1160000
Frederica Mathewes-Green,223000
Frederica of Hanover,6120000
Frederick Ahl,8620000
Frederick B. Maurice,12500000
Frederick Buechner,4930000
Frederick Crossfield Happold,33700
Frederick Douglass,43400000
Frederick E. Morgan,22400000
Frederick Forsyth,12100000
Frederick Herzberg,4340000
Frederick II of Prussia,5510000
Frederick Locker-Lampson,362000
Frederick M. Franks Jr.,5090000
Frederick Pei Li,5400000
Frederick Rolfe,9400000
Frederick Soddy,789000
Frederick W. Lanchester,701000
Frederick William Faber,7660000
Frederick William Robertson,10700000
Frederick William Thomas (philologist),5720000
Frederick Winslow Taylor,32800000
Frederick York Powell,9980000
Frederik Pohl,16100000
Fredric Brown,7740000
Fredric Jameson,5530000
Fredy Perlman,3860000
Free Speech Movement,357000000
Free banking,5010000000
Free market,3930000000
Free society,3310000000
Free software,5450000000
Free trade,3240000000
Freedom movement,491000000
Freedom of assembly,1180000000
Freedom of expression in India,97300000
Freedom of speech,3040000000
Freedom of thought,698000000
Freeman Dyson,8850000
Freemasonry,22100000
Freethought,2510000
French Revolution,302000000
French people,5250000000
Frenzo Harami,70300
Freya Stark,8110000
Friday the 13th,384000000
Fridtjof Nansen,2450000
Friedensreich Hundertwasser,809000
Friedrich Bauer,15400000
Friedrich Dürrenmatt,2500000
Friedrich Engels,192000000
Friedrich Feuerbach,4530000
Friedrich Gottlieb Klopstock,605000
Friedrich Hayek,6070000
Friedrich Hölderlin,2560000
Friedrich Kellner,6690000
Friedrich List,61200000
Friedrich Nietzsche,34300000
Friedrich Paulus,8830000
Friedrich Schelling,6670000
Friedrich Schiller,14800000
Friedrich Stadler,7830000
Friedrich Tholuck,229000
Friedrich Wetter,15100000
